timestamp,bus_id,student_id,distance,hour,day_of_week,traffic_condition,bus_speed,eta
2024-08-08 02:12:16,bus10,student54,22.74,6,1,light,14.63,117.95
2024-03-15 17:15:34,bus6,student23,41.45,15,4,medium,10.23,58.67
2024-05-15 07:31:10,bus9,student99,0.82,7,3,medium,19.26,40.16
2024-03-02 18:29:02,bus10,student64,33.96,16,4,heavy,43.18,119.27
2024-05-29 20:17:19,bus8,student50,46.49,7,6,medium,18.4,113.69
2024-05-13 00:53:42,bus5,student36,23.11,19,5,medium,28.01,100.63
2024-01-16 08:32:45,bus5,student83,42.78,11,6,light,56.44,58.47
2024-06-06 17:12:30,bus7,student28,39.13,12,0,medium,14.89,112.32
2024-06-24 22:55:03,bus7,student97,41.02,8,2,light,34.51,89.54
2024-11-29 02:37:43,bus4,student19,10.24,14,4,heavy,10.55,9.76
2024-05-28 19:24:37,bus4,student92,38.79,6,1,heavy,54.28,106.05
2024-05-24 06:31:58,bus10,student46,25.85,8,2,heavy,50.4,99.31
2024-09-07 21:10:45,bus10,student11,47.23,12,2,medium,34.02,6.89
2024-02-19 10:15:31,bus7,student73,28.9,8,0,heavy,19.93,13.84
2024-08-02 03:26:21,bus6,student13,39.16,9,2,light,31.7,76.36
2024-06-23 08:59:45,bus1,student2,40.98,14,6,medium,26.94,89.73
2024-10-19 08:32:32,bus5,student66,33.63,6,3,light,47.06,59.59
2024-03-10 11:14:54,bus3,student8,35.49,18,0,medium,50.27,28.56
2024-05-18 16:46:32,bus10,student90,9.38,19,6,medium,35.22,49.41
2024-02-06 14:31:47,bus5,student45,11.34,12,2,medium,59.93,53.56
2024-05-15 00:59:45,bus7,student84,3.99,6,1,light,15.59,103.3
2024-08-13 01:53:00,bus7,student77,14.19,9,0,light,42.2,37.54
2024-09-15 11:05:38,bus3,student70,48.23,10,0,heavy,53.04,9.72
2024-04-05 10:53:40,bus1,student93,43.35,15,2,heavy,19.76,84.92
2024-02-09 17:42:24,bus6,student96,3.16,17,6,heavy,23.96,28.57
2024-09-13 06:40:18,bus2,student99,39.96,13,0,light,47.09,116.64
2024-10-16 07:54:36,bus10,student4,8.67,17,4,heavy,30.13,16.33
2024-06-16 14:53:28,bus6,student79,13.67,16,5,medium,57.13,106.02
2024-02-20 07:43:49,bus8,student70,35.05,10,6,medium,48.68,19.09
2024-04-03 14:27:18,bus8,student38,26.29,8,5,medium,45.75,47.86
2024-12-30 03:56:41,bus8,student25,35.94,10,2,medium,31.44,7.03
2024-05-02 06:14:02,bus10,student13,48.9,9,0,medium,50.07,91.47
2024-12-14 08:39:13,bus7,student11,42.79,13,1,heavy,32.59,39.54
2024-12-29 12:16:43,bus4,student23,38.17,11,2,heavy,33.99,17.52
2024-05-22 11:40:40,bus7,student85,11.88,11,2,heavy,51.25,87.96
2024-09-03 01:22:37,bus4,student74,39.23,19,4,light,46.41,80.06
2024-10-04 15:41:01,bus8,student75,7.87,6,3,heavy,52.67,18.2
2024-06-13 15:39:40,bus9,student79,21.47,12,5,light,20.19,28.85
2024-09-23 08:51:15,bus4,student90,19.6,6,4,heavy,16.32,93.16
2024-07-27 11:56:39,bus3,student8,28.89,19,1,medium,58.32,72.92
2024-12-22 04:48:31,bus7,student98,12.06,16,6,heavy,22.28,50.87
2024-10-19 03:45:27,bus9,student5,8.7,19,0,light,46.91,64.7
2024-01-01 21:40:43,bus6,student18,23.22,6,3,heavy,58.43,28.24
2024-12-18 02:53:47,bus8,student60,18.11,10,1,light,21.22,72.86
2024-06-25 06:17:48,bus5,student54,4.32,15,2,medium,28.35,95.42
2024-05-25 05:09:50,bus4,student28,16.51,14,3,medium,40.67,98.82
2024-08-19 19:32:19,bus6,student74,2.76,17,4,light,33.73,23.19
2024-06-01 22:36:13,bus3,student28,19.8,11,1,light,13.36,56.19
2024-12-14 14:39:58,bus8,student80,3.91,16,6,light,25.92,39.47
2024-05-03 19:05:11,bus10,student54,1.99,7,0,light,55.55,69.58
2024-08-05 05:01:07,bus1,student13,36.62,14,3,medium,48.54,12.78
2024-10-30 09:21:18,bus4,student58,26.5,16,3,medium,52.77,87.07
2024-03-03 06:06:38,bus7,student98,26.33,12,3,heavy,13.83,95.32
2024-12-25 14:22:28,bus8,student79,33.46,20,1,medium,10.72,31.86
2024-05-19 07:07:18,bus6,student10,8.08,8,4,heavy,18.15,73.51
2024-01-07 14:05:49,bus3,student99,49.56,13,2,medium,12.64,86.23
2024-06-03 12:38:53,bus10,student44,4.17,18,1,medium,35.34,26.45
2024-05-31 18:26:04,bus4,student49,49.95,14,6,heavy,52.92,11.27
2024-01-21 21:56:22,bus9,student47,9.21,18,6,medium,24.19,25.93
2024-06-02 09:48:59,bus5,student58,14.52,18,6,light,33.67,84.96
2024-12-08 10:11:24,bus9,student7,5.02,18,1,medium,37.62,97.48
2024-02-23 17:30:23,bus4,student98,40.48,18,4,light,42.75,18.73
2024-02-22 16:30:02,bus2,student98,29.97,7,3,light,56.75,69.1
2024-07-20 18:57:36,bus4,student78,33.08,18,4,heavy,23.27,30.36
2024-01-27 12:41:19,bus6,student71,25.78,19,4,light,11.77,58.01
2024-09-02 11:20:10,bus9,student72,11.26,12,4,light,18.32,106.35
2024-07-10 14:26:27,bus8,student61,10.2,13,5,heavy,55.07,81.91
2024-10-20 14:33:56,bus2,student44,9.59,11,0,medium,51.6,87.07
2024-02-20 13:06:30,bus9,student6,45.23,18,6,heavy,57.94,6.3
2024-03-17 12:59:27,bus7,student52,44.54,16,0,medium,43.22,54.24
2024-08-23 09:07:15,bus9,student93,43.52,7,1,light,24.81,52.41
2024-05-24 09:18:25,bus6,student28,1.88,10,2,light,56.23,20.25
2024-09-16 23:31:30,bus1,student8,31.27,6,3,light,31.18,39.82
2024-10-30 18:03:06,bus7,student99,48.97,14,3,medium,11.57,85.52
2024-04-16 03:40:07,bus7,student100,20.13,17,1,medium,28.2,9.38
2024-04-28 04:30:01,bus4,student65,4.8,11,4,light,38.09,105.19
2024-03-23 12:56:55,bus9,student54,0.97,10,5,heavy,24.19,103.33
2024-08-29 04:12:07,bus2,student87,47.55,9,6,light,32.41,110.43
2024-03-21 00:32:20,bus4,student84,10.08,18,2,light,35.84,99.36
2024-06-30 16:54:24,bus2,student57,1.43,20,1,medium,18.65,40.32
2024-07-21 23:29:56,bus7,student79,44.85,19,3,medium,15.77,18.85
2024-12-23 20:23:10,bus9,student79,34.39,17,1,medium,18.3,14.19
2024-12-27 17:38:48,bus4,student5,19.95,11,2,light,28.51,32.79
2024-05-22 11:39:55,bus9,student15,2.53,12,5,heavy,43.45,83.37
2024-12-12 01:41:50,bus8,student53,43.55,14,5,medium,48.3,20.29
2024-05-19 22:04:08,bus1,student8,11.51,8,4,heavy,24.33,49.34
2024-01-11 16:06:10,bus6,student31,35.53,13,0,light,13.07,34.7
2024-09-15 09:01:06,bus9,student5,38.03,19,4,heavy,49.43,15.39
2024-11-14 06:04:24,bus2,student99,12.54,7,4,medium,23.66,108.07
2024-01-28 11:40:19,bus4,student28,1.98,19,1,medium,53.75,77.96
2024-04-04 16:09:19,bus2,student72,32.93,13,6,medium,23.28,77.52
2024-11-28 07:23:37,bus5,student71,41.67,20,0,light,20.74,116.07
2024-12-14 06:50:24,bus3,student93,46.79,15,1,heavy,24.32,34.07
2024-07-10 00:12:23,bus10,student35,30.26,7,5,light,54.21,49.8
2024-02-17 09:52:26,bus2,student79,34.51,18,1,light,49.21,50.43
2024-03-26 15:41:20,bus3,student6,2.79,6,2,heavy,31.43,22.77
2024-01-10 15:41:02,bus4,student49,11.53,15,3,heavy,38.81,32.88
2024-03-04 13:32:15,bus2,student92,44.87,7,4,light,59.84,119.06
2024-04-04 07:15:02,bus2,student71,28.94,12,3,medium,52.13,102.74
2024-07-18 02:23:46,bus6,student31,4.1,18,4,medium,25.16,101.46
2024-11-05 17:13:02,bus3,student13,47.73,7,2,heavy,37.25,74.55
2024-03-02 15:07:02,bus4,student30,43.49,8,4,light,46.64,36.39
2024-06-24 04:49:09,bus7,student1,29.87,15,4,medium,29.97,15.1
2024-02-06 11:19:12,bus1,student37,42.19,11,1,heavy,25.78,63.01
2024-03-06 15:39:12,bus4,student91,36.52,16,2,heavy,59.88,24.07
2024-01-03 09:37:16,bus6,student7,43.89,10,1,heavy,16.82,116.09
2024-10-02 09:46:42,bus9,student8,35.47,6,0,light,24.95,44.32
2024-09-12 05:23:51,bus7,student90,23.69,8,6,heavy,43.39,107.19
2024-09-09 10:49:55,bus8,student85,14.84,19,4,medium,48.39,45.94
2024-04-06 07:07:23,bus6,student18,44.09,9,0,light,17.9,40.91
2024-02-04 00:31:07,bus2,student30,20.76,12,4,medium,16.42,34.95
2024-09-22 12:45:28,bus7,student10,41.12,8,3,light,42.86,15.15
2024-04-01 14:57:57,bus10,student38,6.61,16,2,heavy,53.74,64.82
2024-03-20 05:13:18,bus1,student57,13.97,17,3,medium,56.56,50.72
2024-05-19 20:13:19,bus7,student7,44.65,7,2,medium,46.73,7.08
2024-04-02 18:53:34,bus3,student70,6.11,11,5,heavy,38.65,65.41
2024-01-22 04:58:45,bus10,student100,43.88,14,4,medium,44.48,33.59
2024-11-24 12:20:47,bus5,student23,15.44,17,5,medium,54.36,61.47
2024-02-01 10:17:36,bus3,student49,49.21,16,5,light,20.39,17.02
2024-10-18 08:54:13,bus8,student79,5.66,17,6,light,55.83,83.96
2024-07-14 08:00:05,bus3,student76,7.53,19,4,medium,21.43,51.63
2024-09-26 04:40:24,bus1,student85,40.77,7,1,medium,40.26,30.52
2024-08-07 15:02:29,bus10,student51,30.68,13,0,light,14.14,32.46
2024-04-19 04:53:23,bus2,student27,43.35,20,2,medium,32.0,31.4
2024-01-16 16:37:29,bus1,student36,8.6,19,6,heavy,44.3,112.94
2024-01-04 12:09:37,bus7,student51,7.38,6,4,light,24.85,100.65
2024-09-01 14:08:38,bus4,student84,34.11,16,3,medium,31.26,109.09
2024-11-29 10:20:34,bus9,student69,11.98,6,4,light,30.05,77.06
2024-05-06 22:27:02,bus8,student58,14.91,13,6,light,21.9,112.97
2024-03-11 22:29:12,bus2,student95,16.84,9,4,light,46.97,27.48
2024-09-19 21:08:04,bus2,student11,5.08,14,4,light,15.86,104.02
2024-03-02 17:47:15,bus6,student13,17.36,11,0,light,43.96,53.45
2024-09-22 13:37:05,bus4,student10,1.36,7,5,light,22.72,37.07
2024-12-28 10:47:32,bus4,student94,9.89,11,1,medium,20.35,11.8
2024-10-31 11:56:53,bus6,student13,9.63,19,3,heavy,38.04,117.94
2024-05-08 09:39:05,bus2,student45,19.92,7,5,medium,41.87,15.3
2024-11-30 14:37:23,bus9,student2,13.77,20,1,medium,52.49,113.19
2024-03-13 21:46:49,bus3,student26,23.41,18,6,medium,42.36,48.62
2024-10-23 12:13:34,bus10,student35,18.98,15,1,light,38.33,8.95
2024-04-09 06:32:36,bus7,student86,40.89,14,5,light,40.78,113.67
2024-09-05 02:44:47,bus5,student15,46.53,13,5,medium,14.73,77.51
2024-12-31 01:35:26,bus3,student91,3.65,10,2,medium,11.57,12.33
2024-04-08 06:28:17,bus3,student20,31.66,20,4,light,12.94,88.4
2024-09-07 07:13:20,bus4,student78,16.27,10,1,light,37.38,44.58
2024-12-19 00:39:17,bus7,student96,12.41,12,0,heavy,17.26,103.45
2024-11-11 02:36:50,bus10,student65,36.17,19,6,light,44.97,108.46
2024-09-07 20:24:03,bus3,student99,19.76,18,0,light,11.28,42.29
2024-03-19 19:55:46,bus2,student18,37.08,19,6,medium,56.85,104.13
2024-07-25 16:14:40,bus1,student84,37.14,8,3,heavy,41.26,93.35
2024-12-01 19:55:18,bus6,student25,0.95,15,4,heavy,24.1,47.71
2024-08-24 19:05:49,bus4,student7,13.53,17,3,light,59.32,13.27
2024-02-01 17:44:37,bus6,student23,30.05,11,3,medium,42.47,95.26
2024-03-07 14:41:05,bus1,student45,44.73,15,1,light,22.08,94.77
2024-08-09 03:25:36,bus8,student35,22.86,12,6,medium,10.52,61.1
2024-05-02 19:57:57,bus10,student9,36.81,13,6,medium,56.93,75.3
2024-02-22 17:56:14,bus1,student83,12.78,8,0,light,48.62,97.48
2024-02-10 14:42:02,bus10,student83,34.59,7,3,light,52.48,117.88
2024-05-12 03:43:52,bus7,student28,33.65,13,6,heavy,44.26,62.93
2024-07-05 10:31:04,bus9,student1,21.11,9,3,heavy,26.11,54.34
2024-02-21 16:15:34,bus4,student11,49.92,15,0,light,56.31,66.61
2024-07-11 17:05:02,bus5,student98,40.14,9,4,light,56.53,42.43
2024-06-12 22:28:08,bus6,student24,41.91,6,1,heavy,56.68,37.22
2024-05-02 06:44:45,bus5,student52,11.23,6,4,medium,25.17,20.2
2024-06-03 09:25:03,bus2,student46,18.11,19,5,light,25.64,117.58
2024-04-13 04:43:41,bus8,student93,44.34,19,6,medium,41.67,69.79
2024-09-26 10:02:47,bus3,student45,42.68,7,0,medium,45.07,68.37
2024-01-28 21:40:16,bus2,student86,15.61,19,2,medium,20.18,67.84
2024-08-25 17:56:03,bus3,student93,14.58,15,1,heavy,17.7,49.77
2024-01-24 04:34:15,bus3,student56,46.41,17,2,light,32.13,89.92
2024-05-26 14:47:56,bus7,student86,6.47,16,2,light,34.91,114.07
2024-04-04 00:33:35,bus3,student11,10.47,10,5,medium,29.78,117.31
2024-09-04 17:55:55,bus2,student18,20.17,20,0,heavy,29.38,7.64
2024-03-12 12:04:31,bus5,student60,33.98,7,4,heavy,19.97,87.62
2024-07-10 02:50:49,bus4,student98,47.22,17,0,light,27.64,15.82
2024-11-20 18:53:15,bus10,student35,49.12,14,0,light,44.57,102.9
2024-01-08 12:52:21,bus9,student6,20.91,15,2,light,27.96,26.88
2024-04-21 08:04:17,bus1,student25,10.53,13,3,light,42.83,108.31
2024-06-03 01:58:51,bus1,student40,4.83,18,0,medium,12.55,112.95
2024-12-29 23:19:15,bus7,student54,1.16,8,1,medium,52.73,61.16
2024-06-02 07:27:24,bus3,student71,48.42,9,6,light,55.8,49.4
2024-05-21 23:25:11,bus2,student75,7.42,10,2,medium,51.93,24.54
2024-12-07 13:26:41,bus3,student85,8.29,15,2,medium,35.19,107.17
2024-12-28 10:44:20,bus8,student29,4.96,15,6,heavy,36.67,99.4
2024-04-25 19:25:29,bus2,student98,0.55,6,0,heavy,24.52,53.83
2024-01-20 00:31:40,bus7,student49,27.45,20,1,light,47.1,71.41
2024-07-30 12:19:52,bus10,student49,34.61,12,1,heavy,23.73,34.34
2024-12-04 09:44:24,bus5,student90,31.91,7,4,light,21.25,77.5
2024-10-03 05:30:43,bus3,student1,2.78,16,4,heavy,48.63,48.08
2024-09-16 19:09:15,bus8,student72,16.03,18,1,heavy,31.24,80.56
2024-08-31 16:13:01,bus5,student24,37.31,7,5,medium,48.26,13.53
2024-03-08 14:52:55,bus8,student84,41.72,8,2,heavy,47.51,46.1
2024-10-01 18:06:48,bus6,student28,47.09,16,4,light,46.98,79.7
2024-04-21 11:23:21,bus5,student85,39.79,17,4,light,25.71,116.83
2024-02-06 02:40:28,bus4,student55,42.07,10,2,medium,43.87,34.51
2024-01-20 20:39:02,bus3,student83,29.7,6,0,light,13.05,7.03
2024-08-21 22:54:30,bus10,student73,23.81,6,0,medium,35.99,27.48
2024-03-03 12:58:39,bus2,student27,12.45,20,0,heavy,57.52,110.25
2024-05-20 11:45:07,bus10,student80,2.44,14,6,medium,21.88,10.86
2024-05-01 22:10:34,bus3,student76,49.58,14,3,medium,45.08,76.92
2024-07-23 16:59:22,bus8,student39,21.73,14,2,heavy,48.09,63.62
2024-04-07 16:22:15,bus2,student32,47.87,9,5,medium,27.03,43.51
2024-05-24 17:15:21,bus6,student59,28.24,16,5,heavy,56.87,98.02
2024-06-24 08:34:56,bus2,student22,7.19,16,2,heavy,26.29,105.15
2024-03-04 06:55:17,bus1,student89,46.97,17,3,medium,21.4,58.08
2024-01-20 03:00:30,bus1,student96,36.35,20,3,light,40.64,68.32
2024-06-07 03:28:20,bus4,student20,7.32,8,2,medium,46.8,33.64
2024-04-19 17:12:46,bus8,student57,44.15,18,4,light,19.42,7.53
2024-10-13 05:11:52,bus10,student93,35.93,15,6,medium,29.34,30.4
2024-09-10 07:46:31,bus2,student46,44.66,11,3,heavy,22.94,26.43
2024-02-03 13:46:01,bus5,student61,12.61,6,1,medium,34.48,49.34
2024-03-15 00:07:27,bus1,student73,10.96,11,1,medium,56.65,95.58
2024-06-17 11:23:40,bus7,student16,1.61,13,0,heavy,29.49,60.16
2024-12-25 03:42:33,bus1,student26,44.37,9,5,heavy,20.98,118.66
2024-11-02 15:06:56,bus7,student55,36.96,14,5,medium,19.39,58.16
2024-11-22 04:56:51,bus3,student79,33.67,8,3,medium,11.29,7.84
2024-12-10 19:22:35,bus7,student87,17.94,16,1,light,20.35,34.88
2024-09-04 02:25:52,bus9,student80,26.85,8,5,medium,17.27,33.07
2024-10-25 18:31:36,bus5,student94,25.21,17,6,heavy,21.35,42.32
2024-07-12 01:37:20,bus4,student91,37.54,16,5,medium,16.77,55.95
2024-01-21 13:25:50,bus5,student51,44.62,15,3,heavy,26.98,72.66
2024-12-05 11:57:23,bus10,student18,5.41,18,2,medium,52.38,7.58
2024-11-13 13:07:57,bus5,student88,30.81,8,1,light,36.85,86.99
2024-02-09 22:42:06,bus3,student61,31.94,19,2,light,59.39,86.86
2024-02-15 17:16:08,bus6,student19,46.43,12,6,light,38.28,111.05
2024-12-22 10:17:05,bus1,student18,30.31,9,5,medium,42.72,9.41
2024-06-19 22:34:21,bus1,student63,45.31,6,2,heavy,13.93,98.6
2024-02-12 08:53:34,bus9,student63,4.86,12,5,light,56.33,8.15
2024-03-11 13:03:44,bus7,student100,4.05,16,0,medium,55.9,72.37
2024-09-27 09:00:09,bus2,student25,17.72,15,5,light,43.45,36.28
2024-06-03 11:33:17,bus1,student59,43.39,11,1,heavy,16.03,23.79
2024-07-26 21:45:28,bus10,student74,44.26,16,3,light,51.9,41.91
2024-12-20 01:15:22,bus2,student46,4.06,16,4,light,18.91,84.29
2024-05-14 08:51:26,bus6,student95,14.42,20,6,medium,51.15,17.6
2024-06-25 07:18:54,bus2,student35,17.46,11,6,heavy,28.57,62.45
2024-09-16 05:26:39,bus5,student51,37.46,18,5,heavy,18.99,68.2
2024-02-20 22:14:47,bus3,student61,13.23,11,1,heavy,14.56,110.36
2024-12-05 19:52:05,bus2,student87,28.55,11,0,heavy,15.83,39.24
2024-03-01 08:04:38,bus1,student25,25.59,15,1,heavy,11.31,76.14
2024-08-09 17:54:34,bus1,student94,13.36,8,4,medium,43.5,73.33
2024-08-23 02:20:06,bus1,student10,3.04,20,4,light,27.85,45.05
2024-06-18 12:57:23,bus6,student79,19.97,10,0,heavy,46.62,26.15
2024-08-19 00:45:05,bus1,student6,37.8,19,3,light,58.38,65.51
2024-05-13 06:22:13,bus8,student73,6.93,8,3,medium,20.15,70.46
2024-06-27 04:18:02,bus5,student14,41.28,12,0,medium,17.3,51.65
2024-04-09 20:35:12,bus2,student47,7.88,12,0,light,29.46,80.21
2024-09-17 19:05:55,bus2,student87,13.37,11,0,medium,41.95,37.69
2024-12-26 08:48:49,bus9,student53,49.02,10,2,light,33.14,87.28
2024-05-17 14:25:56,bus7,student95,12.37,12,1,heavy,19.47,5.72
2024-11-03 14:20:24,bus9,student75,47.48,10,3,medium,41.31,48.08
2024-10-14 12:16:24,bus3,student32,23.08,19,0,heavy,39.9,65.92
2024-04-07 12:12:34,bus9,student96,46.82,14,2,medium,45.64,12.72
2024-06-23 02:56:27,bus1,student34,12.7,12,6,medium,23.62,61.55
2024-11-06 00:57:55,bus1,student62,4.32,15,5,heavy,44.23,72.07
2024-08-15 04:16:32,bus9,student53,17.29,6,0,heavy,27.4,32.74
2024-12-09 15:24:25,bus7,student38,20.98,11,2,heavy,26.47,76.0
2024-09-03 15:21:15,bus2,student32,44.16,8,1,medium,49.15,105.92
2024-12-24 03:51:46,bus4,student69,44.89,9,6,medium,54.69,82.47
2024-09-09 19:40:59,bus4,student69,25.58,8,6,heavy,45.62,117.43
2024-02-28 02:10:04,bus2,student18,19.28,9,5,light,19.87,81.07
2024-06-19 14:02:21,bus10,student56,4.49,10,6,heavy,50.06,119.92
2024-08-26 01:14:52,bus4,student72,14.8,12,6,medium,11.82,110.97
2024-12-17 02:03:23,bus4,student1,11.2,10,2,medium,19.99,86.62
2024-07-23 07:15:47,bus7,student13,47.28,7,5,light,30.11,27.25
2024-10-11 02:38:13,bus3,student41,18.93,11,0,light,56.16,29.81
2024-07-06 00:24:25,bus6,student17,20.34,18,4,medium,54.04,58.21
2024-04-28 15:07:56,bus3,student71,14.88,15,5,medium,17.51,47.81
2024-12-24 22:57:40,bus8,student17,16.4,13,0,light,30.71,105.55
2024-01-07 05:44:49,bus9,student74,23.59,10,4,medium,14.4,117.6
2024-03-28 03:34:36,bus7,student60,33.24,12,0,heavy,32.16,63.53
2024-09-03 09:42:54,bus1,student76,18.79,20,2,medium,25.9,93.34
2024-04-21 14:04:04,bus6,student37,41.41,12,4,heavy,43.1,113.73
2024-06-29 02:33:20,bus9,student4,19.04,20,1,medium,16.93,55.44
2024-12-04 07:03:46,bus5,student69,41.8,7,1,medium,24.91,110.63
2024-06-13 11:25:53,bus2,student80,33.56,8,0,medium,49.97,101.34
2024-04-02 02:19:29,bus2,student10,15.41,18,0,light,31.33,69.22
2024-05-07 22:27:30,bus2,student71,35.35,15,5,light,37.42,45.11
2024-07-03 02:15:24,bus6,student98,14.01,16,3,heavy,38.33,48.04
2024-01-25 16:47:28,bus10,student40,19.99,20,0,heavy,49.45,7.14
2024-01-15 04:58:20,bus9,student19,32.13,20,1,heavy,51.07,30.81
2024-11-14 14:49:51,bus10,student57,31.24,20,6,heavy,48.44,99.06
2024-06-11 21:37:22,bus7,student25,43.61,7,3,heavy,35.57,88.79
2024-07-04 23:20:49,bus4,student8,13.14,16,1,heavy,49.32,60.9
2024-12-30 09:25:51,bus5,student8,44.3,15,0,medium,53.67,17.49
2024-07-12 17:35:06,bus1,student37,13.09,20,6,medium,27.25,40.52
2024-01-03 07:43:02,bus6,student32,46.02,16,5,heavy,55.49,59.98
2024-01-20 23:06:37,bus3,student14,31.62,13,2,medium,38.86,65.4
2024-02-15 10:34:04,bus7,student41,27.26,19,6,light,34.4,90.2
2024-09-02 16:48:57,bus2,student62,4.96,15,3,heavy,41.07,84.21
2024-11-02 18:08:12,bus1,student1,15.81,18,5,light,34.47,43.12
2024-08-30 21:03:28,bus1,student54,13.21,15,5,medium,52.68,103.4
2024-01-02 22:40:12,bus1,student3,41.46,16,0,heavy,52.03,16.16
2024-02-12 12:20:40,bus8,student58,29.43,19,6,medium,40.88,47.78
2024-08-13 09:46:51,bus3,student30,15.73,11,1,medium,10.77,8.0
2024-02-04 19:12:21,bus9,student44,21.06,19,6,medium,43.99,50.5
2024-11-14 02:37:54,bus4,student22,44.41,19,1,light,43.66,54.28
2024-09-12 15:06:26,bus2,student17,20.52,10,1,light,42.15,64.79
2024-10-15 13:30:40,bus3,student9,39.48,11,3,medium,15.63,50.9
2024-03-10 17:10:09,bus2,student47,18.0,13,1,medium,55.71,69.84
2024-05-08 16:00:01,bus7,student4,40.21,10,5,light,25.62,62.21
2024-05-13 02:36:31,bus2,student43,39.5,10,2,light,21.33,24.37
2024-10-04 18:35:05,bus7,student70,41.89,11,4,light,55.7,39.68
2024-02-28 00:36:02,bus8,student66,26.58,10,5,light,58.11,40.09
2024-05-18 05:39:00,bus7,student36,24.89,16,0,light,48.38,62.0
2024-06-16 22:05:18,bus5,student85,43.55,12,6,heavy,55.53,101.06
2024-04-17 06:16:22,bus10,student12,18.4,6,4,medium,12.94,82.77
2024-12-26 02:48:28,bus4,student35,12.37,19,1,medium,52.15,28.79
2024-05-25 17:10:23,bus3,student32,2.76,9,3,light,11.22,63.09
2024-11-15 01:59:02,bus7,student87,18.67,8,4,light,54.39,114.13
2024-01-15 19:45:38,bus2,student10,20.89,12,0,heavy,49.03,58.43
2024-02-18 04:11:39,bus8,student7,48.39,13,6,light,15.93,18.1
2024-12-28 16:04:16,bus1,student3,7.76,10,3,heavy,39.03,89.28
2024-10-15 21:11:25,bus5,student30,27.51,8,5,light,56.52,102.96
2024-02-20 13:05:10,bus4,student64,45.83,13,6,light,21.49,57.45
2024-02-04 17:35:42,bus6,student39,43.74,12,1,heavy,18.78,85.33
2024-07-10 10:35:25,bus8,student78,47.3,7,2,light,52.73,46.66
2024-10-30 21:54:28,bus7,student20,7.65,10,6,medium,21.55,100.26
2024-09-05 18:22:38,bus4,student14,34.14,13,0,light,43.39,106.21
2024-10-06 22:11:49,bus10,student53,47.72,12,5,heavy,32.95,119.24
2024-02-02 21:14:24,bus4,student23,41.76,9,4,medium,53.17,98.35
2024-09-27 10:04:41,bus8,student42,42.72,11,4,light,16.66,97.6
2024-06-28 03:42:25,bus3,student73,40.13,16,1,light,12.8,105.02
2024-07-17 21:25:43,bus4,student91,29.05,14,4,medium,17.34,10.96
2024-12-10 17:32:36,bus5,student47,31.32,7,5,heavy,59.91,105.25
2024-01-22 00:18:29,bus5,student63,46.35,6,5,medium,15.41,95.78
2024-12-11 00:34:38,bus5,student72,24.06,18,5,heavy,25.82,26.31
2024-06-01 07:33:34,bus3,student32,18.31,11,5,light,12.61,115.37
2024-02-17 23:48:21,bus3,student83,7.76,17,6,light,17.92,37.97
2024-07-07 04:26:43,bus2,student67,6.18,7,1,light,44.33,25.63
2024-05-29 01:45:04,bus3,student58,34.61,17,2,medium,48.15,32.27
2024-04-03 00:32:48,bus10,student77,46.59,13,3,medium,57.48,37.61
2024-02-20 22:30:21,bus9,student1,3.35,15,6,medium,17.17,116.01
2024-10-03 22:39:37,bus5,student100,47.63,10,4,heavy,56.24,70.13
2024-08-01 17:38:21,bus4,student53,2.04,20,3,medium,19.1,94.23
2024-01-26 11:12:08,bus9,student72,15.42,14,1,light,29.64,64.56
2024-05-10 17:11:50,bus1,student16,18.73,8,4,heavy,27.52,41.66
2024-11-05 20:02:40,bus7,student41,12.52,7,3,heavy,43.89,82.69
2024-01-18 21:22:50,bus10,student56,28.97,15,4,light,39.09,30.49
2024-10-04 07:16:25,bus9,student16,10.88,8,0,medium,35.6,78.96
2024-03-12 02:59:54,bus2,student59,24.33,15,1,heavy,37.32,39.39
2024-11-09 05:24:59,bus5,student72,42.2,12,0,heavy,52.88,16.23
2024-05-19 13:17:23,bus2,student44,8.83,16,2,light,14.99,76.81
2024-02-13 10:39:10,bus6,student91,43.24,16,3,medium,48.45,19.26
2024-12-21 16:06:45,bus10,student19,16.16,12,4,medium,31.15,105.74
2024-11-06 03:19:14,bus3,student36,15.52,19,5,light,41.63,20.81
2024-08-05 15:48:28,bus1,student24,34.1,18,3,light,30.01,47.26
2024-01-08 04:17:51,bus1,student25,9.99,11,6,medium,44.69,75.12
2024-07-08 11:42:01,bus5,student65,26.8,7,6,medium,29.97,65.37
2024-02-20 16:30:15,bus7,student15,30.95,20,5,heavy,11.47,48.0
2024-01-03 04:19:05,bus7,student26,19.1,20,0,light,36.73,106.32
2024-05-09 17:12:47,bus2,student100,18.96,20,5,medium,42.7,84.66
2024-01-03 13:01:14,bus3,student1,48.12,6,4,heavy,44.59,117.76
2024-05-24 20:00:19,bus2,student72,32.53,11,0,light,59.14,65.87
2024-12-31 12:04:36,bus6,student74,5.9,11,3,light,41.42,67.82
2024-11-02 05:17:18,bus4,student95,36.22,6,4,light,57.6,109.55
2024-10-30 04:14:18,bus8,student5,23.01,6,6,medium,51.37,56.03
2024-03-15 09:16:05,bus2,student40,41.18,14,6,medium,34.83,78.54
2024-12-17 14:01:52,bus5,student35,15.29,14,3,heavy,15.37,100.49
2024-10-02 05:31:51,bus9,student67,33.44,12,2,medium,14.49,66.79
